hindi,english,freq
चैनेल,chanel,66
केजीबी,kgb,66
पूछो,ask,66
संपदाओं,estates,66
रेक्स,rex,66
रहम,mercy,66
ताफसीर,tafseer,66
ज़ुल्म,oppression,66
एड्रियाटिक,adriatic,66
रोन,rhone,66
सोई,slept,66
व्यंग्यपूर्ण,sarcastic,66
हुआन,huan,66
पुत्रवधू,daughter-in-law,66
कुआ,well,66
समूल,total,66
वेदांगों,vedangas,66
नवरत्नों,navaratnas,66
अश्विनीकुमार,ashwinikumar,66
सुनाकर,by telling,66
राहू,rahu,66
शेरगढ़,shergarh,66
स्ट्रिंग्स,strings,66
हरयाणा,haryana,66
बढ़ीं,increased,66
नलिकाएं,tubes,66
उस्के,his,66
सभाएं,meetings,66
बोए,sow,66
मूत्रवाहिनी,ureter,66
साजसज्जा,decoration,66
श्रेष्ट,best,66
सीडीसी,cdc,66
परिचालनों,operations,66
मॉड्यूलर,modular,66
लाहौरी,lahori,66
चेम्सफोर्ड,chelmsford,66
लड़ती,fighting,66
फ़तवा,fatwa,66
निर्मोचन,moulting,66
उबलता,boiling,66
द्धारा,by,66
महानोवा,mahanova,66
बीवर,beaver,66
एकत्रण,gathering,66
कमिंग,coming,66
अधिभार,surcharge,66
दिशाएं,directions,66
अतिव्यापी,overlapping,66
किलोमिटर,kilometer,66
डैप्सोन,dapsone,66
एमडीटी,mdt,66
फैक्ट्रियों,factories,66
टिकिया,cake,66
क़ज़ाख़,kazakh,66
निषेधाज्ञा,injunction,66
टोलेडो,toledo,66
टेम्पोरल,temporal,66
विद्यमानता,existence,66
रेक्टर,rector,66
ट्रान्सफार्मर,transformer,66
विज्ञापनदाताओं,advertisers,66
बिंग,bing,66
प्रक्षेपास्त्रों,missiles,66
आठवी,eighth,66
भाषाशैली,linguistic style,66
चांडाल,chandala,66
बतलाने,tell,66
जुनूनी,passionate,66
विषयो,subjects,66
स्त्रीत्व,femininity,66
आंदोलित,agitated,66
ऋग्वैदिक,rigvedic,66
नोआ,noah,66
महेश्वरी,maheshwari,66
फ्यूज,fuse,66
तैत्तरीय,taittariya,66
विभाषा,dialect,66
भाषागत,linguistic,66
मॉन्स्टर,monster,66
कायर,coward,66
अनुपाती,proportional,66
बयां,statement,66
प्रेसीडेंट,president,66
मिलि,millie,66
मक़बरे,tombs,66
युवान,yuvan,66
आयंगर,iyengar,66
तमसा,tamsa,66
भंजन,destruction,66
खानेवाले,eaters,66
शस्त्रकर्म,surgery,66
सुविधापूर्वक,conveniently,66
कामर्स,commerce,66
लिकटेंस्टीन,liechtenstein,66
पैलेडियम,palladium,66
कृपाल,kripal,66
लुटियंस,lutyens,66
सैट,sat,66
लक्समबर्ग,luxembourg,66
एड्विन,edwin,66
विलियमसन,williamson,66
आईएसआई,isi,66
ओकलाहोमा,oklahoma,66
स्थलमण्डल,lithosphere,66
सैबर,sabre,66
प्रस्थानत्रयी,prasthanatrayee,66
अवांतर,internal,66
उद्भावना,ideation,66
वायदे,promises,66
साहुकार,moneylender,66
घण्टाघर,clock tower,66
झाम,dredger,66
किस्सागो,storyteller,66
यहाम,yaham,66
चेचन्या,chechnya,66
नीयत,intention,66
कालचक्र,kalachakra,66
मैनर,manor,66
मस्जिदे,mosques,66
प्रगलन,smelting,66
कज़ाकिस्तान,kazakhstan,66
बढ़ेगी,will increase,66
मचाया,machaya,66
महाथिर,mahathir,66
स्थति,situation,66
पराक्साइड,peroxide,66
मोनोमर,monomer,66
पूसा,pusa,66
ठाट,chic,66
ग्नू,gnu,66
क्रैग,crag,66
दूकान,shop,66
शब्दांशों,syllables,66
दंतकथाएं,fables,66
अंगीकृत,adopted,66
कुलदीप,kuldeep,66
बहुज्ञ,polymath,66
आइलेट,islet,66
कर्मकाण्डों,rituals,66
इक्यावन,fifty one,66
पुडिंग,pudding,66
सप्तवर्षीय,septuagenarian,66
कुंठित,frustrated,66
सीएसआईआर,csir,66
परेटो,pareto,66
अभ्यर्थियों,candidates,66
अलैही,alaihi,66
प्लेटफोर्म,platform,66
रोज़ेज़,roses,66
खिताबी,title holder,66
सलमा,salma,66
रीव्स,reeves,66
लंगड़ा,lame,66
अख़्तर,akhtar,66
मोजेक,mosaic,66
ट्यूरिंग,turing,66
अवरोधी,obstructive,66
तुलू,tulu,66
मोहिनीअट्टम,mohiniyattam,66
रैम्बो,rambo,66
रूकने,to stop,66
अभिजीत,abhijeet,66
शिव्,shiva,66
नागवंशी,nagvanshi,66
इसिक,isik,66
आश्वलायन,asvalayana,66
तूमन,tuman,66
मुगाबे,mugabe,66
सैफई,saifai,66
ज़र्व,zerv,66
ऑस्ट्रियन,austrian,66
बिचौलियों,intermediaries,66
बिहटा,bihta,66
कोए,coe,66
हाउसबोट,houseboat,66
घूर्णदर्शी,gyroscope,66
डिसेप्टिकाॅन्स,decepticons,66
चिहुआहुआ,chihuahua,66
देउस्कर,deuskar,66
मोंड,mond,66
महापुरा,mahapura,66
मारवर्मन्,maravarman,66
सरवाइवर,survivor,66
मेराज,miraj,66
किज़,kiz,66
देसाईं,desai,66
वीटॉन,vuitton,66
ईपी,ep,65
गहनों,jewelry,65
तवज्जो,attention,65
मीनाकारी,meenakari,65
ज्वाइंट,joint,65
विश्वभारती,visva-bharati,65
संसूचन,detection,65
दिखला,showed,65
चक्रण,rotation,65
लाइफटाइम,lifetime,65
अधीर,impatient,65
उँची,high,65
सागरतट,beach,65
अभिकरणों,agencies,65
लागतों,costs,65
खप,consumption,65
प्रत्यंग,pratyanga,65
बिस्कुट,biscuits,65
मनोरोगी,psychopath,65
तुझ,you,65
जनकल्याण,public welfare,65
श्यामजी,shyamji,65
कॉस्टिक,caustic,65
चेराई,cherai,65
कम्यूनिटी,community,65
संबल,support,65
सूफ़ीवाद,sufism,65
दिलायी,got it,65
आचमन,aachman,65
वस्तुओ,objects,65
होय,yes,65
बढाती,increases,65
मध्ये,middle,65
पूरकों,supplements,65
विमानतल,airport,65
बख्त,bakht,65
भूखी,hungry,65
अन्तरंग,intimate,65
दिलवाई,got it,65
गढवाल,garhwal,65
सुल्,sul,65
यूजर्स,users,65
बसाये,settle down,65
गैलिली,galilee,65
यूनिफाइड,unified,65
संगणना,computation,65
फेज़,phase,65
दस्तावेजीकरण,documentation,65
अझ़दहा,dragon,65
पार्लर,parlor,65
ओकलैंड,oakland,65
प्रकाशस्तंभ,lighthouse,65
डिजनी,disney,65
अज़हर,azhar,65
दुष्कर्म,rape,65
हर्ट,hurt,65
कालगणना,chronology,65
अनुयायीयों,followers,65
इत्,so,65
वास्प,wasp,65
नालापत,nalapat,65
छिपाकर,secretly,65
टोबी,toby,65
पोकर,poker,65
कटर,cutter,65
चार्जिंग,charging,65
पाईं,found,65
सर्पदंश,snakebite,65
अर्धवृत्ताकार,semicircular,65
पारेख,parekh,65
नगाड़े,drums,65
कत्थई,brown,65
करमचंद,karamchand,65
युक्,yuk,65
बचें,avoid,65
सम्पूर्णता,completeness,65
टाईम,time,65
मृत्युंजय,mrityunjay,65
विक्षेपण,deflection,65
कोटागिरी,kotagiri,65
असीर,asir,65
माइक्रोसोफ्ट,microsoft,65
प्रतिपूर्ति,reimbursement,65
बघेलखंड,baghelkhand,65
स्पर्शोन्मुख,asymptomatic,65
सारकॉइडोसिस,sarcoidosis,65
पुष्पदंत,pushpadanta,65
कुर्सियों,chairs,65
तन्त्रिका,nerve,65
बेरहमी,brutality,65
द्वापरयुग,dwaparyuga,65
सहयता,assistance,65
मोडल,modal,65
बंकर,bunker,65
इंजील,gospel,65
ज्ञानार्जन,acquisition of knowledge,65
सहाबा,sahaba,65
सजाकर,by decorating,65
कुम्भलगढ़,kumbhalgarh,65
कोमोरोस,comoros,65
कोकोस,cocos,65
तुमकुर,tumkur,65
इलेक्ट्रोडों,electrodes,65
विवशता,compulsion,65
द्विभाषिक,bilingual,65
राजावत,rajawat,65
ड्राई,dry,65
प्रधानमंत्रित्व,prime ministership,65
कॉर्नवॉल,cornwall,65
कड़वी,bitter,65
परासरण,osmosis,65
सेवेंथ,seventh,65
हलाल,halal,65
जेमिनी,gemini,65
षड्यंत्रों,conspiracies,65
